model,task,stimulus,input,reference,prediction,em_normalized,bleu,prompt
t5,translation_en-fr,5,visitor,visiteur,vritor,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,rejection,refus,Rejection,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,snake,serpenter,snai,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,puzzle,puzzle,Puzzle,1,0.1778279410038923,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,commissioner,commissaire,commissaire,1,0.1778279410038923,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,tributary,affluent,tributaire,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,zoo,zoo,zoo,1,0.1778279410038923,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,overhaul,remise à neuf,remplacement,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,essence,essence,l'essence,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,dimension,dimensionner,dimension,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,footballer,footballeuse,footballer,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,draught,courant d'air,draught,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,dealer,dealer,d'automobile,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,impedance,impédance,impedance,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,disruption,perturbation,disruption,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,flu,grippe,Grippe,1,0.1778279410038923,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,crack,crack,crâne,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,denial,déni,denial,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,fluoride,fluorure,fléoride,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,attribute,depending on which class it belongs,atribut,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,documentation,documentation,Documentation,1,0.1778279410038923,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,prostitute,prostituée,prostitute,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,foliage,feuillage,flora,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,repetition,répétition,Repetition,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,modeling,mannequinat,modellage,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,resentment,agacement,resentance,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,sermon,prêche,sémère,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,pollen,pollen,pollen,1,0.1778279410038923,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,superintendent,surintendant,superintendent,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,pastor,pasteur,Pastor,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,5,venom,venin,venom,0,0.0,Translate the word into French.I've seen others do this much more efficiently and effectively.
t5,translation_en-fr,10,place,place,l'emplacement,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,family,famille,familé,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,point,case,point,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,east,oriental,Ouest,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,aircraft,aéronef,aéronef,1,0.1778279410038923,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,title,titre,Title :,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,party,détachement,partie,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,victory,victoire,victory,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,list,liste,l'énoncé,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,cover,reprendre,s'il n'y a pas de sable,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,idea,idée,idée,1,0.1778279410038923,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,loss,défaite,L'élimination,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,length,longueur,l'étendue,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,self,soi-même,sa vie,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,broadcast,radiodiffuser,d'émission,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,trade,métier,échange,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,energy,courage,énergie,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,peak,cime,,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,market,commercialiser,marché,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,quality,qualité,qualité,1,0.1778279410038923,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,dance,danse,Danse,1,0.1778279410038923,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,county,département,État,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,lot,groupe,a lot,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,wing,aile,wing,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,camp,bivouaquer,camp,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,leadership,charisme,leadership,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,split,diviser,divisé,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,leg,jambe,l'arrière,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,crowd,foule,cur,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,knowledge,science,connaissance,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,statement,déclaration,statement,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,campus,campus,campus,1,0.1778279410038923,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,entry,coefficient,entrée,0,0.0,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,circulation,circulation,circulation,1,0.1778279410038923,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
t5,translation_en-fr,10,atmosphere,atmosphère,atmosphère,1,0.1778279410038923,Translate the word into French.Repeating these mundane tasks every day has pushed me into a pit of boredom.
